Species,ModType,Submodel,Param,Estimate,SE
Procyon lotor,10-day SOM,Detection,Log dist. to road,-0.46050640283440286,0.07427342020872996
Procyon lotor,10-day SOM,Occupancy,Intercept,0.02586442514860936,0.06824495743230306
Procyon lotor,10-day SOM,Occupancy,Max temp.,0.0854690239730018,0.07663622816859514
Procyon lotor,10-day SOM,Occupancy,Pct. forest cover,0.19778507537726056,0.0707294502382947
Procyon lotor,Clustered,Detection,Intercept,-0.28693396738634747,0.04744342232950298
Procyon lotor,Clustered,Detection,Canopy height,-0.11176926043742327,0.03721885690791439
Procyon lotor,Clustered,Detection,Log dist. to road,-0.20951037664196975,0.04210934235518079
Procyon lotor,Clustered,Occupancy,Intercept,0.06294612429553621,0.06357791719741668
Procyon lotor,Clustered,Occupancy,Max temp.,0.01699497803441362,0.06966005209325635
Procyon lotor,Clustered,Occupancy,Pct. forest cover,0.20823295709382583,0.06684021410476781
Procyon lotor,Clustered,Site use,Theta,-2.4086577587969065,0.05693024633892282
Procyon lotor,Clustered,Site use,Theta Prime,1.90718909989448,0.0770655521698196
Puma concolor,1-day SOM,Detection,Intercept,-3.6937971295230247,0.28327687489032866
Puma concolor,1-day SOM,Detection,Canopy height,-0.04810402201713155,0.2607524700819943
Puma concolor,1-day SOM,Detection,Log dist. to road,0.05323662178002919,0.25565533285842856
Puma concolor,1-day SOM,Occupancy,Intercept,-1.9106929900931475,0.3164481720333082
Puma concolor,1-day SOM,Occupancy,Max temp.,-0.5396815237023305,0.2816392784122027
Puma concolor,1-day SOM,Occupancy,Pct. forest cover,0.4113360647830236,0.2517000528284179
Puma concolor,10-day SOM,Detection,Intercept,-1.7365233536407152,0.5389887558642996
Puma concolor,10-day SOM,Detection,Canopy height,-0.07386843962810576,0.347931526771483
Puma concolor,10-day SOM,Detection,Log dist. to road,-0.19012851159122643,0.34885587369558296
Puma concolor,10-day SOM,Occupancy,Intercept,-1.7316091646197431,0.5115283726840989
Puma concolor,10-day SOM,Occupancy,Max temp.,-0.7191019377253312,0.35795725032086356
Puma concolor,10-day SOM,Occupancy,Pct. forest cover,0.5188791659938535,0.3538594013539129
Puma concolor,Clustered,Detection,Intercept,-2.615920549493762,0.45202025640656546
Puma concolor,Clustered,Detection,Canopy height,-0.3190516208152044,0.3241443917322308
Puma concolor,Clustered,Detection,Log dist. to road,0.3125588531754563,0.2754109959484599
Puma concolor,Clustered,Occupancy,Intercept,1.6965102985547706,1.7302930601197326
Puma concolor,Clustered,Occupancy,Max temp.,-0.6952950554159728,0.6474738545824236
Puma concolor,Clustered,Occupancy,Pct. forest cover,4.773290781099279,2.3888326108695432
Puma concolor,Clustered,Site use,Theta,-4.650582338592073,0.4581621740022994
Puma concolor,Clustered,Site use,Theta Prime,2.4557788782834304,0.6001426400455847
Sciurus carolinensis,1-day SOM,Detection,Intercept,-0.7580022812128623,0.01737337829970794
Sciurus carolinensis,1-day SOM,Detection,Canopy height,0.33244821789888535,0.01881181372423573
Sciurus carolinensis,1-day SOM,Detection,Log dist. to road,-0.6096052547763914,0.01843832087249327
Sciurus carolinensis,1-day SOM,Occupancy,Intercept,0.3717468748212428,0.06550940425954918
Sciurus carolinensis,1-day SOM,Occupancy,Max temp.,-0.311599455937109,0.07122680350686625
Sciurus carolinensis,1-day SOM,Occupancy,Pct. forest cover,-0.4427029544613453,0.06766126172054628
Sciurus carolinensis,10-day SOM,Detection,Intercept,0.9655040329399954,0.06914949520021473
Sciurus carolinensis,10-day SOM,Detection,Canopy height,0.6522256484293717,0.07861385951087309
Sciurus carolinensis,10-day SOM,Detection,Log dist. to road,-0.8418568917010296,0.08016361285150184
Sciurus carolinensis,10-day SOM,Occupancy,Intercept,0.6661204377678018,0.0876405967024356
Sciurus carolinensis,10-day SOM,Occupancy,Max temp.,-0.15083378832957814,0.10551990269427396
Sciurus carolinensis,10-day SOM,Occupancy,Pct. forest cover,-0.46749550585926697,0.08530084702946403
Sciurus carolinensis,Clustered,Detection,Intercept,0.596671386165535,0.04091722142194653
Sciurus carolinensis,Clustered,Detection,Canopy height,0.26698708266551036,0.03722292338952383
Sciurus carolinensis,Clustered,Detection,Log dist. to road,-0.6459381244298359,0.03769271195861359
Sciurus carolinensis,Clustered,Occupancy,Intercept,0.542367146681685,0.07396534529496274
Sciurus carolinensis,Clustered,Occupancy,Max temp.,-0.35044667695439324,0.07840519089319756
Sciurus carolinensis,Clustered,Occupancy,Pct. forest cover,-0.48522085835652706,0.0759719337978415
Sciurus carolinensis,Clustered,Site use,Theta,-2.225388490449746,0.05231253399550111
Sciurus carolinensis,Clustered,Site use,Theta Prime,2.192639637346601,0.0577640413620855
Sciurus griseus,1-day SOM,Detection,Intercept,-1.763173574424435,0.12434496473235856
Sciurus griseus,1-day SOM,Detection,Canopy height,-0.6032476428899464,0.15254747281201878
Sciurus griseus,1-day SOM,Detection,Log dist. to road,0.3242015010700821,0.19211585268782969
Sciurus griseus,1-day SOM,Occupancy,Intercept,-0.4597067384865054,0.41094493280097
Sciurus griseus,1-day SOM,Occupancy,Max temp.,-1.4702864930116064,0.6561236131064696
Sciurus griseus,1-day SOM,Occupancy,Pct. forest cover,1.73088314932365,0.6027313601399918
Sciurus griseus,10-day SOM,Detection,Intercept,0.7623877348372049,0.3352626254335389
Sciurus griseus,10-day SOM,Detection,Canopy height,-0.7093152145369774,0.4188509749466005
Sciurus griseus,10-day SOM,Detection,Log dist. to road,0.8130931752506628,0.530932008023137
Sciurus griseus,10-day SOM,Occupancy,Intercept,-0.3305431661461181,0.4484788695276358
Sciurus griseus,10-day SOM,Occupancy,Max temp.,-1.5783014070568755,0.7245674052964829
Sciurus griseus,10-day SOM,Occupancy,Pct. forest cover,1.9333869612412216,0.7013998552469435
Sciurus griseus,Clustered,Detection,Intercept,-1.4135692417394294,0.16949868381409458
Sciurus griseus,Clustered,Detection,Canopy height,-0.7019258494102113,0.18139709558462563
Sciurus griseus,Clustered,Detection,Log dist. to road,0.2568909430772117,0.24764950714461045
Sciurus griseus,Clustered,Occupancy,Intercept,-0.15103873110846558,0.5788815960931241
Sciurus griseus,Clustered,Occupancy,Max temp.,-1.6990713222728335,0.8433845593538956
Sciurus griseus,Clustered,Occupancy,Pct. forest cover,1.9084989282509457,0.8098903192291478
Sciurus griseus,Clustered,Site use,Theta,-3.02385463497873,0.7150900000522781
Sciurus griseus,Clustered,Site use,Theta Prime,3.7152858361999046,0.7006388383443295
Sciurus niger,1-day SOM,Detection,Intercept,-0.8314811579595225,0.02783565724176458
Sciurus niger,1-day SOM,Detection,Canopy height,0.28134980578722496,0.03163675707645935
Sciurus niger,1-day SOM,Detection,Log dist. to road,-0.3614584191694153,0.03862111771709128
Sciurus niger,1-day SOM,Occupancy,Intercept,-1.461794364019548,0.0888025312461963
Sciurus niger,1-day SOM,Occupancy,Max temp.,0.36866207855136535,0.09243550846257333
Sciurus niger,1-day SOM,Occupancy,Pct. forest cover,0.00323954248837984,0.08620282015444783
Sciurus niger,10-day SOM,Detection,Intercept,0.6704282261271511,0.10293293698721566
Sciurus niger,10-day SOM,Detection,Canopy height,0.28033918488945436,0.11155990429085544
Sciurus niger,10-day SOM,Detection,Log dist. to road,-0.00250530199254171,0.15348884018454859
Sciurus niger,10-day SOM,Occupancy,Intercept,-1.312369886737137,0.09836939728936717
Sciurus niger,10-day SOM,Occupancy,Max temp.,0.3568729372186092,0.10300712878059094
Sciurus niger,10-day SOM,Occupancy,Pct. forest cover,-0.10011240579867292,0.10005869249310197
Sciurus niger,Clustered,Detection,Intercept,0.6798493031719203,0.06586275110073189
Sciurus niger,Clustered,Detection,Canopy height,0.4069956653037941,0.05739363518201413
Sciurus niger,Clustered,Detection,Log dist. to road,-0.6037545090029216,0.09824257130251772
Sciurus niger,Clustered,Occupancy,Intercept,-1.262071444734804,0.0968729821222487
Sciurus niger,Clustered,Occupancy,Max temp.,0.37665591321120295,0.09765368344464508
Sciurus niger,Clustered,Occupancy,Pct. forest cover,-0.0413101704821785,0.09140794339771392
Sciurus niger,Clustered,Site use,Theta,-2.6844706829659986,0.10066377703423404
Sciurus niger,Clustered,Site use,Theta Prime,2.28618204436538,0.098667356163765
Sylvilagus floridanus,1-day SOM,Detection,Intercept,-2.043834738156689,0.03885669962427968
Sylvilagus floridanus,1-day SOM,Detection,Canopy height,-0.33743059185711427,0.03422563633914748
Sylvilagus floridanus,1-day SOM,Detection,Log dist. to road,-0.29749053890152066,0.03490263821561482
Sylvilagus floridanus,1-day SOM,Occupancy,Intercept,-1.314878283610407,0.08404943962390839
Sylvilagus floridanus,1-day SOM,Occupancy,Max temp.,-0.05117172803135084,0.09001388348262088
Sylvilagus floridanus,1-day SOM,Occupancy,Pct. forest cover,-0.5366454411381577,0.08211521889767613
Sylvilagus floridanus,10-day SOM,Detection,Intercept,-0.14563674506857813,0.09418488361341495
Sylvilagus floridanus,10-day SOM,Detection,Canopy height,-0.17707552425162085,0.09512782941506027
Sylvilagus floridanus,10-day SOM,Detection,Log dist. to road,-0.22167269182373384,0.10534682194359926
Sylvilagus floridanus,10-day SOM,Occupancy,Intercept,-1.116398181167545,0.09803302248542024
Sylvilagus floridanus,10-day SOM,Occupancy,Max temp.,-0.12297907250229946,0.10258666493389176
Sylvilagus floridanus,10-day SOM,Occupancy,Pct. forest cover,-0.6903856679594896,0.10753833098947352
Sylvilagus floridanus,Clustered,Detection,Intercept,-0.6867387743018945,0.08533738130508053
Sylvilagus floridanus,Clustered,Detection,Canopy height,-0.5261681184726669,0.06410066945926321
Sylvilagus floridanus,Clustered,Detection,Log dist. to road,-0.2297882823921917,0.05714311105987816
Sylvilagus floridanus,Clustered,Occupancy,Intercept,-1.0075887952044214,0.10104428234108412
Sylvilagus floridanus,Clustered,Occupancy,Max temp.,-0.1103802967336736,0.09779872686105204
Sylvilagus floridanus,Clustered,Occupancy,Pct. forest cover,-0.6795696933663599,0.09656500423676896
Sylvilagus floridanus,Clustered,Site use,Theta,-2.759028092398473,0.11122037952605336
Sylvilagus floridanus,Clustered,Site use,Theta Prime,1.8207138406196244,0.1353498575709034
Tamias striatus,1-day SOM,Detection,Intercept,-1.5232815731087408,0.04314484797163123
Tamias striatus,1-day SOM,Detection,Canopy height,0.16562191325159256,0.0489933683601464
Tamias striatus,1-day SOM,Detection,Log dist. to road,-0.34589455809233216,0.04371409166167474
Tamias striatus,1-day SOM,Occupancy,Intercept,-1.659405884331005,0.1019077508392239
Tamias striatus,1-day SOM,Occupancy,Max temp.,-0.6311447844341294,0.1285626583340815
Tamias striatus,1-day SOM,Occupancy,Pct. forest cover,-0.3449168996899582,0.1025017135317674
Tamias striatus,10-day SOM,Detection,Intercept,-0.28324596266753443,0.12449825131825974
Tamias striatus,10-day SOM,Detection,Canopy height,0.7101845549928055,0.1330357622320391
Tamias striatus,10-day SOM,Detection,Log dist. to road,-0.4617479135162508,0.1290297923470207
Tamias striatus,10-day SOM,Occupancy,Intercept,-1.2334066796614445,0.12121837406352956
Tamias striatus,10-day SOM,Occupancy,Max temp.,-0.6586018003642025,0.139188542971847
Tamias striatus,10-day SOM,Occupancy,Pct. forest cover,-0.5633141946458695,0.13409646981833695
Tamias striatus,Clustered,Detection,Intercept,0.02975615679659994,0.08405612416977161
Tamias striatus,Clustered,Detection,Canopy height,0.11641078264146858,0.0767600920329498
Tamias striatus,Clustered,Detection,Log dist. to road,-0.32618138939547114,0.08980911216675252
Tamias striatus,Clustered,Occupancy,Intercept,-1.2728501833128878,0.12694311598308683
Tamias striatus,Clustered,Occupancy,Max temp.,-0.6811857885419964,0.1373812200898289
Tamias striatus,Clustered,Occupancy,Pct. forest cover,-0.4585242428053325,0.11678763635371642
Tamias striatus,Clustered,Site use,Theta,-3.1553264831472663,0.13878562372686798
Tamias striatus,Clustered,Site use,Theta Prime,2.1227392218297108,0.11141746588024352
Tamiasciurus douglasii,1-day SOM,Detection,Intercept,-0.8526178575040878,0.08453735110659187
Tamiasciurus douglasii,1-day SOM,Detection,Canopy height,-0.40096246023600673,0.07196659671520765
Tamiasciurus douglasii,1-day SOM,Detection,Log dist. to road,-0.5477050886443682,0.15137165163465618
Tamiasciurus douglasii,1-day SOM,Occupancy,Intercept,-0.11131500178581206,0.2560558505205856
Tamiasciurus douglasii,1-day SOM,Occupancy,Max temp.,-0.46430256937614606,0.2820242601610663
Tamiasciurus douglasii,1-day SOM,Occupancy,Pct. forest cover,-0.12529631708461675,0.2733158367412339
Tamiasciurus douglasii,10-day SOM,Detection,Intercept,1.0935074720541804,0.2923731836700866
Tamiasciurus douglasii,10-day SOM,Detection,Canopy height,-0.27163912948637015,0.2461047713916156
Tamiasciurus douglasii,10-day SOM,Detection,Log dist. to road,-0.7439411917346107,0.45425260732746103
Tamiasciurus douglasii,10-day SOM,Occupancy,Intercept,-0.04211421171683369,0.2636649910698103
Tamiasciurus douglasii,10-day SOM,Occupancy,Max temp.,-0.3864119895927691,0.2997458694154101
Tamiasciurus douglasii,10-day SOM,Occupancy,Pct. forest cover,-0.20331015994339108,0.2951292658847739
Tamiasciurus douglasii,Clustered,Detection,Intercept,0.10982806442697549,0.1335621574222613
Tamiasciurus douglasii,Clustered,Detection,Canopy height,-0.1325882539299324,0.09245439765870296
Tamiasciurus douglasii,Clustered,Detection,Log dist. to road,-0.5527815584699222,0.2396371702304078
Tamiasciurus douglasii,Clustered,Occupancy,Intercept,0.02378312572214973,0.2779637271512003
Tamiasciurus douglasii,Clustered,Occupancy,Max temp.,-0.39554166395824136,0.3061736022167718
Tamiasciurus douglasii,Clustered,Occupancy,Pct. forest cover,-0.16870105775842606,0.29841729015402046
Tamiasciurus douglasii,Clustered,Site use,Theta,-2.832616505307812,0.23727888512729237
Tamiasciurus douglasii,Clustered,Site use,Theta Prime,2.7117604031866365,0.24485721385342368
Tamiasciurus hudsonicus,1-day SOM,Detection,Intercept,-1.3042348321808386,0.06101646884105791
Tamiasciurus hudsonicus,1-day SOM,Detection,Canopy height,-0.08396313531321221,0.07152093578168411
Tamiasciurus hudsonicus,1-day SOM,Detection,Log dist. to road,-0.14093553386821925,0.06019104589022246
Tamiasciurus hudsonicus,1-day SOM,Occupancy,Intercept,-2.7502099217583704,0.17508107512309456
Tamiasciurus hudsonicus,1-day SOM,Occupancy,Max temp.,-1.046594530039328,0.1817172830728174
Tamiasciurus hudsonicus,1-day SOM,Occupancy,Pct. forest cover,-0.21955774194731284,0.1577832691493745
Tamiasciurus hudsonicus,10-day SOM,Detection,Intercept,-0.00177589183446943,0.19583865539741593
Tamiasciurus hudsonicus,10-day SOM,Detection,Canopy height,0.27017429585189634,0.2180044708186868
Tamiasciurus hudsonicus,10-day SOM,Detection,Log dist. to road,0.2380245236542052,0.1797178021382294
Tamiasciurus hudsonicus,10-day SOM,Occupancy,Intercept,-2.418518229184456,0.19230808478400865
Tamiasciurus hudsonicus,10-day SOM,Occupancy,Max temp.,-0.8735233636613532,0.1864652788659315
Tamiasciurus hudsonicus,10-day SOM,Occupancy,Pct. forest cover,-0.24804721729903867,0.16489098461632923
Tamiasciurus hudsonicus,Clustered,Detection,Intercept,0.6130878178855422,0.12898209821580406
Tamiasciurus hudsonicus,Clustered,Detection,Canopy height,-0.25457089487585105,0.12992248115872132
Tamiasciurus hudsonicus,Clustered,Detection,Log dist. to road,-0.07412594437068197,0.11650092606001058
Tamiasciurus hudsonicus,Clustered,Occupancy,Intercept,-2.428758034675768,0.19143896448409323
Tamiasciurus hudsonicus,Clustered,Occupancy,Max temp.,-0.9760532947251364,0.18486569674418504
Tamiasciurus hudsonicus,Clustered,Occupancy,Pct. forest cover,-0.1905152610916417,0.16136253726981792
Tamiasciurus hudsonicus,Clustered,Site use,Theta,-3.1225507290560928,0.1772696933084518
Tamiasciurus hudsonicus,Clustered,Site use,Theta Prime,1.9726232992049717,0.16260125822566462
Urocyon cinereoargenteus,1-day SOM,Detection,Intercept,-2.4784971348573692,0.07322529991933244
Urocyon cinereoargenteus,1-day SOM,Detection,Canopy height,0.09182331232812369,0.07444035078465729
Urocyon cinereoargenteus,1-day SOM,Detection,Log dist. to road,0.4663820082556472,0.10758736389096202
Urocyon cinereoargenteus,1-day SOM,Occupancy,Intercept,-2.729901367041288,0.13731470311503216
Urocyon cinereoargenteus,1-day SOM,Occupancy,Max temp.,0.4098159793619718,0.13560665729648455
Urocyon cinereoargenteus,1-day SOM,Occupancy,Pct. forest cover,0.365094309226559,0.1474886866685349
Urocyon cinereoargenteus,10-day SOM,Detection,Intercept,-0.33867556364279544,0.154108278703278
Urocyon cinereoargenteus,10-day SOM,Detection,Canopy height,0.1909144682837788,0.14949784006023437
Urocyon cinereoargenteus,10-day SOM,Detection,Log dist. to road,0.5267539725627736,0.19883964535922924
Urocyon cinereoargenteus,10-day SOM,Occupancy,Intercept,-2.586887338304688,0.14845383728629377
Urocyon cinereoargenteus,10-day SOM,Occupancy,Max temp.,0.4579226691350312,0.14255660015685476
Urocyon cinereoargenteus,10-day SOM,Occupancy,Pct. forest cover,0.3558105327295998,0.1556946655911717
Urocyon cinereoargenteus,Clustered,Detection,Intercept,-1.50028500123481,0.1405079417068858
Urocyon cinereoargenteus,Clustered,Detection,Canopy height,-0.07889668887582423,0.1187195979978946
Urocyon cinereoargenteus,Clustered,Detection,Log dist. to road,0.12835898364590057,0.13984423804901044
Urocyon cinereoargenteus,Clustered,Occupancy,Intercept,-2.1104728579001,0.3103249782138857
Urocyon cinereoargenteus,Clustered,Occupancy,Max temp.,0.470506301534802,0.14840736367637022
Urocyon cinereoargenteus,Clustered,Occupancy,Pct. forest cover,0.4708150745697731,0.16007657750596874
Urocyon cinereoargenteus,Clustered,Site use,Theta,-3.781688693321404,0.48047566590591895
Urocyon cinereoargenteus,Clustered,Site use,Theta Prime,2.556079679872955,0.3038979968898697
Ursus americanus,1-day SOM,Detection,Intercept,-3.2777961070409107,0.10962210118556776
Ursus americanus,1-day SOM,Detection,Canopy height,0.0876670577149683,0.08085071213630778
Ursus americanus,1-day SOM,Detection,Log dist. to road,0.2864167430839604,0.1024374210391064
Ursus americanus,1-day SOM,Occupancy,Intercept,-2.5112987600369707,0.17927038397003892
Ursus americanus,1-day SOM,Occupancy,Max temp.,-1.1160717754074172,0.1507206989067227
Ursus americanus,1-day SOM,Occupancy,Pct. forest cover,0.9421921391676766,0.1421050792589057
Ursus americanus,10-day SOM,Detection,Intercept,-1.3950406697775453,0.1719533332597091
Ursus americanus,10-day SOM,Detection,Canopy height,0.22910807478621492,0.12220560208253808
Ursus americanus,10-day SOM,Detection,Log dist. to road,0.34732306720736944,0.13853549983150662
Ursus americanus,10-day SOM,Occupancy,Intercept,-2.230278677999262,0.21785062941297337
Ursus americanus,10-day SOM,Occupancy,Max temp.,-1.2201550516806643,0.17400392449588933
Ursus americanus,10-day SOM,Occupancy,Pct. forest cover,0.9810345435797824,0.16104376920296545
Ursus americanus,Clustered,Detection,Intercept,-2.2931941616495366,0.1553325357302026
Ursus americanus,Clustered,Detection,Canopy height,0.0855724149138161,0.1124138150793034
Ursus americanus,Clustered,Detection,Log dist. to road,0.6394524060692025,0.1364641043598168
Ursus americanus,Clustered,Occupancy,Intercept,-1.7813409874689874,0.2663509717688762
Ursus americanus,Clustered,Occupancy,Max temp.,-1.3646080505283391,0.21785431362306548
Ursus americanus,Clustered,Occupancy,Pct. forest cover,1.2659031103983962,0.2258170792539067
Ursus americanus,Clustered,Site use,Theta,-3.734864155792083,0.26234873746119924
Ursus americanus,Clustered,Site use,Theta Prime,2.4342444645222394,0.23890744544626671
Vulpes vulpes,1-day SOM,Detection,Intercept,-2.1584839078007696,0.05177077614971331
Vulpes vulpes,1-day SOM,Detection,Canopy height,-0.3191576513925877,0.04311258455542099
Vulpes vulpes,1-day SOM,Detection,Log dist. to road,-0.47650543610598334,0.04308505545758714
Vulpes vulpes,1-day SOM,Occupancy,Intercept,-1.7249601025349013,0.08549571130851158
Vulpes vulpes,1-day SOM,Occupancy,Max temp.,-0.5217351025025732,0.096455775689721
Vulpes vulpes,1-day SOM,Occupancy,Pct. forest cover,-0.30137002851007993,0.08741793599229541
Vulpes vulpes,10-day SOM,Detection,Intercept,-0.4032347183110941,0.12887935919795057
Vulpes vulpes,10-day SOM,Detection,Canopy height,-0.4257719472930555,0.13005462947788998
Vulpes vulpes,10-day SOM,Detection,Log dist. to road,-0.6995888024332851,0.11411807250661749
Vulpes vulpes,10-day SOM,Occupancy,Intercept,-1.4776840742465485,0.10446980895239424
Vulpes vulpes,10-day SOM,Occupancy,Max temp.,-0.503776171008135,0.10631293036717776
Vulpes vulpes,10-day SOM,Occupancy,Pct. forest cover,-0.2613881483045377,0.09787002855331366
Vulpes vulpes,Clustered,Detection,Intercept,-0.92888589397052,0.10744936406321186
Vulpes vulpes,Clustered,Detection,Canopy height,-0.3954157169071161,0.0783767912624008
Vulpes vulpes,Clustered,Detection,Log dist. to road,-0.5050775475563457,0.06921889540413215
Vulpes vulpes,Clustered,Occupancy,Intercept,-1.49291027387042,0.09930123488984868
Vulpes vulpes,Clustered,Occupancy,Max temp.,-0.5151839896446302,0.09950317274858632
Vulpes vulpes,Clustered,Occupancy,Pct. forest cover,-0.32416836481345923,0.0918254172784004
Vulpes vulpes,Clustered,Site use,Theta,-2.7382387023257047,0.14013137645042267
Vulpes vulpes,Clustered,Site use,Theta Prime,1.9538075829624837,0.1656673633758694
